danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster,id
0.622,0.961,11.0,-3.198,0.0,0.154,0.00523,0.0,0.0854,0.449,114.452,5.0,0a7BloCiNzLDD9qSQHh5m7
0.486,0.904,6.0,-3.751,0.0,0.0638,3.43e-05,2.83e-05,0.0947,0.786,173.734,4.0,23oxJmDc1V9uLUSmN2LIvx
0.718,0.691,4.0,-6.44,1.0,0.0387,0.0159,0.0,0.0627,0.552,100.008,3.0,5gb9UJkh8TfrNMRYOJNbew
0.566,0.815,9.0,-4.481,0.0,0.14,0.0737,0.0,0.12,0.672,169.961,5.0,5cY8y2XgOfkAh4kSWLFKkz
0.56,0.958,11.0,-3.245,1.0,0.0412,0.0016,4.96e-05,0.0643,0.961,129.984,1.0,5qtwzv99vOr5UTwnTixn7j
0.487,0.9,0.0,-4.417,1.0,0.0482,6.79e-05,0.0,0.358,0.484,149.937,4.0,00Mb3DuaIH1kjrwOku9CGU
0.654,0.875,1.0,-4.845,1.0,0.0744,0.000417,0.0086,0.194,0.522,99.975,3.0,1VSuFS7PahCN3SWbOcQ98m
0.71,0.811,3.0,-4.079,1.0,0.0431,0.00105,2.08e-06,0.0677,0.914,123.048,3.0,5sN9dKen95dAV2c9CZIZrE
0.41,0.959,9.0,-4.563,1.0,0.0869,0.000324,0.0,0.0766,0.83,193.155,4.0,2ydUT1pFhuLDnouelIv4WH
0.766,0.882,5.0,-4.478,1.0,0.0719,0.0674,2.3e-06,0.281,0.544,107.932,1.0,0sNKiz82ATCvT3f3XVVUUj
0.582,0.829,2.0,-5.688,1.0,0.0465,0.000517,0.0,0.266,0.867,130.969,3.0,0KqyBk4aVT88TEqBIC8mAP
0.616,0.868,2.0,-3.606,1.0,0.0699,0.00131,1.54e-06,0.671,0.475,108.016,12.0,3Te8uLyit6X3ncNW8Fp3K2
0.42,0.965,0.0,-1.986,1.0,0.0403,0.0981,0.000335,0.0784,0.846,176.243,4.0,61MZN0yyMWSEwrLPUUGfgJ
0.425,0.983,10.0,-3.437,1.0,0.114,0.000263,0.0,0.114,0.513,149.95,4.0,0T8P86fvSK8kCUJFYPZbIH
0.356,0.96,4.0,-3.487,1.0,0.104,0.0142,0.0,0.209,0.0857,125.921,10.0,5dTHtzHFPyi8TlTtzoz1J9
0.457,0.83,5.0,-5.262,1.0,0.0321,0.00682,0.00337,0.166,0.602,99.93,10.0,1ibeKVCiXORhvUpMmtsQWq
0.45,0.937,5.0,-2.819,0.0,0.0504,0.000887,0.00457,0.379,0.791,101.922,9.0,3Id64dLhfH7z0mmcylxuNp
0.533,0.858,2.0,-4.212,1.0,0.0766,0.00021,0.0,0.148,0.506,160.057,4.0,6mADjHs6FXdroPzEGW6KVJ
0.524,0.967,8.0,-3.322,1.0,0.0392,0.000289,7.41e-06,0.324,0.731,116.273,1.0,3iwsyTZzOWHZbHffBEyi1N
0.502,0.933,7.0,-6.024,1.0,0.0499,0.0119,0.00191,0.0835,0.939,161.875,4.0,0vfhk1lH3zYesFN1x7vV46
0.523,0.943,1.0,-4.203,1.0,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,3.0,4EchqUKQ3qAQuRNKmeIpnf
0.606,0.887,4.0,-4.404,1.0,0.0598,0.000242,0.0,0.337,0.903,119.974,1.0,5oQcOu1omDykbIPSdSQQNJ
0.494,0.842,7.0,-4.784,1.0,0.0843,0.00579,0.0,0.122,0.574,162.011,4.0,2TfSHkHiFO4gRztVIkggkE
0.268,0.742,5.0,-4.939,1.0,0.0355,0.0518,0.0,0.626,0.416,159.779,12.0,64yrDBpcdwEdNY9loyEGbX
0.66,0.799,8.0,-4.644,1.0,0.0995,0.106,0.0,0.154,0.475,125.966,1.0,0MSC5BYWcNhcBNNYORXZyj
0.553,0.717,7.0,-5.857,1.0,0.0318,6.48e-05,0.128,0.0385,0.318,127.947,10.0,003FTlCpBTM4eSqYSWPv4H
0.369,0.845,0.0,-3.449,0.0,0.0611,0.0493,0.0,0.416,0.782,78.532,9.0,0tyR7Bu9P086aWBFZ4QJoo
0.18,0.934,4.0,-8.699,1.0,0.115,3.32e-05,0.000551,0.0702,0.433,197.043,4.0,4uB28m7RAflobYpnLMb6A2
0.569,0.85,1.0,-5.134,1.0,0.055,0.000279,0.0,0.337,0.769,162.061,4.0,69LvvkHnFFnX3d5eNObtMo
0.33,0.906,0.0,-9.607,1.0,0.0513,0.533,0.0208,0.15,0.418,91.186,10.0,5ALCHMO9Fmvn1Ly18Q3apL
0.179,0.912,4.0,-3.881,0.0,0.0791,0.0014,0.000294,0.582,0.289,182.99,4.0,0lP4HYLmvowOKdsQ7CVkuq
0.539,0.814,7.0,-4.643,1.0,0.0771,0.00807,1.36e-05,0.0916,0.646,143.28,1.0,1qYcHo4wiesUC2VIRch45G
0.553,0.868,6.0,-4.186,0.0,0.048,7.35e-05,0.0359,0.0934,0.5,140.054,9.0,30XUVaCG8ghAiE45SnXLhn
0.628,0.886,2.0,-3.805,1.0,0.0608,0.000706,0.0,0.275,0.72,135.45,3.0,3JOdLCIBzQYwHIvpN3isVf
0.29,0.827,8.0,-3.451,1.0,0.0362,0.000659,2.55e-06,0.301,0.45,167.086,4.0,0MsrWnxQZxPAcov7c74sSo
0.494,0.939,1.0,-3.127,1.0,0.126,0.00666,0.0,0.139,0.893,177.751,4.0,0BRHnOFm6sjxN1i9LJrUDu
0.467,0.957,10.0,-4.846,1.0,0.0454,0.000241,5.62e-06,0.595,0.445,143.832,12.0,2jYmE3Xg0iNDySUm4mqy6Q
0.664,0.781,11.0,-6.547,1.0,0.0339,0.00103,5.33e-06,0.0867,0.593,110.0,1.0,1oTo3ijRbaDAtrjJrGAPSw
0.317,0.887,0.0,-4.525,1.0,0.0472,0.000449,9.23e-06,0.363,0.544,174.009,4.0,1LkoYGxmYpO6QSEvY5C0Zl
0.553,0.864,9.0,-5.062,1.0,0.0396,0.00605,0.0,0.132,0.298,112.51,10.0,5eK5xQl8EGzR5zYkxaDCAn
0.282,0.943,2.0,-7.746,1.0,0.121,0.741,0.414,0.178,0.15,182.381,4.0,5LgiqEgpK54OfXC6947wbU
0.546,0.875,1.0,-3.631,1.0,0.0445,0.0205,0.0,0.0669,0.765,101.693,3.0,1jvqZQtbBGK5GJCGT615ao
0.403,0.952,0.0,-3.925,1.0,0.202,0.259,0.0,0.123,0.729,87.833,3.0,0D2A4Rid7gnlcwlspLTkx0
0.434,0.939,7.0,-5.698,1.0,0.246,0.00102,0.000214,0.279,0.539,191.981,4.0,4yZexjpbKCRfK4jcXSUZfp
0.538,0.889,7.0,-3.586,1.0,0.0596,0.00704,0.0,0.312,0.696,133.044,1.0,4pmU8AtVu9qU40Xd9zjEfA
0.424,0.919,9.0,-4.629,1.0,0.1,0.00306,0.00674,0.123,0.684,163.732,4.0,6WlmA3HPHuNIR2mxI8LkZF
0.554,0.902,4.0,-4.019,1.0,0.0566,0.00636,0.0,0.328,0.662,126.021,10.0,4CDlYQu16nUtVGwgwqj3I3
0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,4.0,4Dvkj6JhhA12EX05fT7y2e
0.706,0.8,5.0,-6.333,1.0,0.0399,0.00584,0.0,0.0822,0.629,100.011,1.0,3U5JVgI2x4rDyHGObzJfNf
0.787,0.686,6.0,-4.37,0.0,0.0339,0.0893,0.0,0.0927,0.836,123.51,5.0,2Zo1PcszsT9WQ0ANntJbID
0.647,0.585,6.0,-6.123,1.0,0.0512,0.00314,0.0,0.165,0.353,131.934,10.0,4jbmgIyjGoXjY01XxatOx6
0.72,0.706,1.0,-4.719,1.0,0.0473,0.0684,0.0,0.166,0.62,133.002,3.0,7DnAm9FOTWE3cUvso43HhI
0.775,0.68,0.0,-5.508,0.0,0.0629,0.00906,0.0,0.109,0.656,114.025,9.0,7oGZAicScQt96OAW4AruYy
0.728,0.616,4.0,-4.238,1.0,0.0645,0.378,0.0,0.105,0.508,99.962,3.0,4Ce37cRWvM1vIGGynKcs22
0.793,0.793,11.0,-4.521,0.0,0.083,0.0123,0.0,0.0951,0.679,123.95,5.0,3PfIrDoz19wz7qK7tYeu62
0.617,0.635,11.0,-6.769,0.0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,5.0,6RUKPb4LETWmmr3iAEQktW
0.697,0.683,1.0,-2.881,0.0,0.117,0.0372,0.0,0.137,0.603,96.133,9.0,2BgEsaKNfHUdlh97KmvFyo
0.637,0.69,1.0,-4.057,0.0,0.0405,0.00786,0.0,0.124,0.457,129.857,9.0,7a53HqqArd4b9NF4XAmlbI
0.664,0.705,1.0,-4.972,0.0,0.0382,0.0654,0.0,0.118,0.477,122.016,9.0,2tpWsVSb9UEmDRxAl1zhX1
0.671,0.771,7.0,-4.821,0.0,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,9.0,27tNWlhdAryQY04Gb2ZhUI
0.671,0.845,11.0,-4.93,0.0,0.048,0.0207,0.0,0.329,0.775,110.056,5.0,1vYXt7VSjH9JIM5oRRo7vA
0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,3.0,6UelLqGlWMcVH1E5c4H7lY
0.654,0.76,0.0,-3.669,0.0,0.045,0.0797,0.0,0.299,0.41,99.945,9.0,09CtPGIpYB4BrO8qb1RGsF
0.716,0.821,5.0,-3.435,0.0,0.0314,0.0558,0.0,0.0844,0.618,92.997,5.0,6cpk00i5TxCqSeqNi2HuIe
0.765,0.523,2.0,-4.333,1.0,0.03,0.184,3.56e-05,0.132,0.394,104.988,3.0,1rfofaqEpACxVEHIZBJe6W
0.744,0.789,9.0,-4.876,0.0,0.059,0.0036,0.00144,0.0947,0.866,116.985,5.0,4OMJGnvZfDvsePyCwRGO7X
0.755,0.837,2.0,-2.718,0.0,0.142,0.0991,0.0,0.289,0.714,120.028,9.0,0HPD5WQqrq7wPWR7P7Dw1i
0.8,0.795,6.0,-5.835,1.0,0.0626,0.131,9.02e-05,0.221,0.528,106.031,1.0,4rHmKlFRiFzabiVO6e9w2e
0.694,0.712,7.0,-3.923,0.0,0.046,0.132,0.0,0.211,0.799,98.023,5.0,2kvgmr5CFhSvleQqTjB3eP
0.748,0.788,1.0,-7.055,1.0,0.0334,0.0591,0.0,0.0863,0.884,120.076,3.0,2iuZJX9X9P0GKaE93xcPjk
0.647,0.844,0.0,-3.756,1.0,0.0457,0.0137,0.000658,0.102,0.746,146.967,3.0,3AzjcOeAmA57TIOr9zF1ZW
0.699,0.713,9.0,-5.507,0.0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,9.0,2qT1uLXPVPzGgFOx4jtEuo
0.706,0.691,0.0,-4.775,1.0,0.0633,0.0584,6.99e-05,0.0232,0.632,118.048,3.0,7DSAEUvxU8FajXtRloy8M0
0.564,0.71,11.0,-4.92,0.0,0.0461,0.00125,0.0,0.109,0.393,91.972,5.0,7i0jaBLpIADxqNbhAb4XFb
0.635,0.841,5.0,-5.379,1.0,0.0422,0.0134,0.0,0.0622,0.424,109.021,10.0,47Slg6LuqLaX0VodpSCvPt
0.742,0.713,1.0,-5.522,0.0,0.0303,0.0205,0.0,0.059,0.879,120.032,5.0,4gbVRS8gloEluzf0GzDOFc
0.73,0.729,4.0,-3.434,0.0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,9.0,017PF4Q3l4DBUiWoXk4OWT
0.584,0.7,11.0,-4.275,1.0,0.0456,0.117,0.0,0.0939,0.438,124.944,1.0,0PDUDa38GO8lMxLCRc4lL1
0.642,0.772,10.0,-6.61,1.0,0.0848,0.0476,0.0,0.0646,0.589,153.995,1.0,4e4fqjx0Izh4svvTef1z7e
0.73,0.703,0.0,-5.672,0.0,0.0369,0.109,0.0,0.0657,0.595,138.113,9.0,2K87XMYnUMqLcX3zvtAF4G
0.675,0.751,0.0,-3.539,1.0,0.0296,0.0604,0.0,0.0893,0.612,118.384,3.0,7y9iMe8SOB6z3NoHE2OfXl
0.818,0.803,1.0,-4.282,1.0,0.0797,0.034,0.0,0.153,0.632,106.97,3.0,6b8Be6ljOzmkOmFslEb23P
0.695,0.884,6.0,-2.278,0.0,0.0753,0.0561,0.0,0.213,0.914,103.014,5.0,39LLxExYz6ewLAcYrzQQyP
0.731,0.445,0.0,-8.418,1.0,0.0533,0.0586,1.96e-05,0.14,0.106,117.97,10.0,55n9yjI6qqXh5F2mYvUc2y
0.807,0.887,9.0,-3.726,1.0,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,1.0,5jE48hhRu8E6zBDPRSkEq7
0.432,0.725,7.0,-4.862,1.0,0.0431,0.00273,0.0,0.208,0.353,128.902,10.0,009ImBOrIUlWgla8U05RAC
0.717,0.73,9.0,-4.729,0.0,0.0568,0.383,0.0,0.398,0.792,102.002,5.0,2hrUO4drrO63i7FYbCLBl2
0.83,0.585,0.0,-6.476,1.0,0.094,0.237,0.0,0.248,0.485,109.978,3.0,6Im9k8u9iIzKMrmV7BWtlF
0.762,0.692,5.0,-3.973,0.0,0.0438,0.113,0.0,0.094,0.397,114.906,9.0,7Hqig8kp32q2Ire3ECQvWM
0.574,0.512,5.0,-6.664,0.0,0.0503,0.234,0.0,0.0946,0.512,76.899,9.0,4rHZZAmHpZrA3iH5zx8frV
0.775,0.825,7.0,-5.402,1.0,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,1.0,6gj08XDlv9Duc2fPOxUmVD
0.583,0.61,5.0,-5.639,0.0,0.0382,0.00425,0.000105,0.14,0.336,114.06,9.0,3uwnnTQcHM1rDqSfA4gQNz
0.627,0.69,10.0,-5.396,0.0,0.139,0.033,0.0,0.0742,0.627,122.053,5.0,1nYeVF5vIBxMxfPoL0SIWg
0.736,0.817,8.0,-4.9,1.0,0.0407,0.00987,0.00167,0.117,0.653,119.95,1.0,3LUWWox8YYykohBbHUrrxd
0.725,0.534,11.0,-6.238,1.0,0.0946,0.0752,0.0,0.0919,0.558,91.974,1.0,72TFWvU3wUYdUuxejTTIzt
0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,4.0,0VjIjW4GlUZAMYd2vXMi3b
0.62,0.805,5.0,-5.538,1.0,0.0417,0.00564,9.15e-05,0.285,0.586,122.062,10.0,2hHLbkatPwOOmrNxTiD41L
0.48,0.542,0.0,-8.51,1.0,0.0348,0.345,0.000609,0.113,0.567,152.853,3.0,7mjSHL2Eb0kAwiKbvNNyD9
0.533,0.157,2.0,-16.838,1.0,0.0374,0.888,0.0,0.108,0.587,134.019,11.0,7uWFUpGuEfmxYeymkV95jn
0.558,0.17,4.0,-18.882,1.0,0.0331,0.887,0.037,0.113,0.635,76.835,11.0,0HLBLRkkTOlAmjonShicD0
0.564,0.357,1.0,-12.752,1.0,0.0326,0.558,0.0,0.233,0.477,129.242,11.0,0uHYplBhwLYey7f9qAmnSM
0.513,0.396,7.0,-13.061,1.0,0.0299,0.251,0.177,0.11,0.229,140.208,13.0,6HSXNV0b4M4cLJ7ljgVVeh
0.486,0.64,3.0,-8.027,1.0,0.0551,0.136,7.58e-05,0.105,0.289,122.017,10.0,4oEf84vBYVftf6KmZexhVo
0.489,0.186,9.0,-16.237,1.0,0.029,0.863,0.000152,0.2,0.349,102.245,11.0,0djZ2ndRfAL69WYNra5jRC
0.478,0.272,5.0,-16.161,1.0,0.03,0.497,1.91e-05,0.124,0.715,105.441,11.0,5M1gX3DQvgc7GI6dBWX9FL
0.555,0.216,3.0,-11.661,1.0,0.0721,0.557,0.00416,0.109,0.504,79.109,11.0,6me7F0aaZjwDo6RJ5MrfBD
0.553,0.429,3.0,-12.51,1.0,0.0283,0.921,0.135,0.115,0.532,152.047,13.0,7iQmjnDXYngWGsbjVnDc1U
0.616,0.577,1.0,-8.834,1.0,0.0407,0.535,0.0,0.0808,0.592,145.863,3.0,0P6TTXbSLGrSoTNMz5kvB7
0.606,0.284,0.0,-16.997,1.0,0.0446,0.884,0.000354,0.116,0.36,125.133,11.0,11pLh1SQkrbEPWUc1c7mEY
0.682,0.471,0.0,-9.182,1.0,0.0301,0.765,0.0,0.0908,0.421,79.907,11.0,1K3LRUEcUz5FMtPYyg0F45
0.621,0.304,2.0,-16.648,1.0,0.0623,0.748,0.0,0.0684,0.573,100.548,11.0,0tBAT5NugCTPG3W5mKpbn4
0.579,0.0233,6.0,-18.57,0.0,0.0445,0.957,6.74e-05,0.101,0.389,117.444,7.0,49uBVeaM3ixGD8VIeqh9KI
0.38,0.0993,2.0,-20.567,1.0,0.0509,0.914,2.32e-05,0.0605,0.44,174.874,13.0,18GiV1BaXzPVYpp9rmOg0E
0.346,0.149,7.0,-12.156,1.0,0.0378,0.404,0.000117,0.104,0.259,155.422,13.0,5S9hlmzNQwZuhynLfxZ8Lg
0.688,0.26,2.0,-13.686,1.0,0.0349,0.984,0.0247,0.112,0.443,102.935,11.0,4rJtUMlnhJzlzlnxyoc3tb
0.612,0.24,9.0,-12.821,1.0,0.033,0.745,7.86e-05,0.115,0.223,122.565,11.0,57ct8jKi6trntXiRV0NnXi
0.671,0.401,7.0,-13.989,1.0,0.028,0.548,8.17e-06,0.151,0.854,81.398,11.0,7zrxGPR1UVK2iSK793vLPl
0.455,0.437,4.0,-11.411,1.0,0.0278,0.314,0.0,0.501,0.724,81.396,12.0,1ne9wOtDF2jM6Cm8WBkaER
0.497,0.198,0.0,-8.959,1.0,0.0362,0.702,3.41e-05,0.08,0.152,133.895,11.0,7mibgLUsXcRSvkiuuNhWdh
0.553,0.578,4.0,-8.679,1.0,0.0299,0.267,0.0377,0.267,0.407,120.993,10.0,1KQsrNv2vEW7AXKTrFz0Ah
0.596,0.544,0.0,-11.759,1.0,0.0362,0.604,0.017,0.262,0.262,115.022,11.0,7x46YkKAwp3yZpaa72n5Mu
0.588,0.412,2.0,-10.669,1.0,0.0613,0.152,0.0,0.134,0.302,133.815,10.0,2A1FGotEDhN5UjBiLsUwnk
0.611,0.331,4.0,-12.493,1.0,0.028,0.93,0.000276,0.117,0.559,95.015,11.0,4Vutl1Y7OJOBwIqVISNmzL
0.401,0.364,5.0,-10.836,1.0,0.033,0.45,0.0503,0.162,0.224,129.57,11.0,3CAX47TnPqTujLIQTw8nwI
0.705,0.387,2.0,-9.599,1.0,0.033,0.572,0.0,0.119,0.493,107.931,11.0,1dHtMSJ1Ozg2Ja6GX4McAO
0.567,0.434,7.0,-12.755,0.0,0.0349,0.86,0.257,0.115,0.254,82.459,7.0,7gDNQLV9cr8449LFrQbk5J
0.308,0.376,4.0,-15.24,1.0,0.0626,0.116,2.52e-06,0.166,0.158,186.047,13.0,536L9C0N7vhYdibCJx3cI2
0.463,0.255,9.0,-17.611,1.0,0.0345,0.742,0.0,0.694,0.224,133.194,12.0,53OnUdsF4yWSaUevfD3EjW
0.571,0.399,4.0,-11.92,1.0,0.0364,0.766,0.0146,0.0926,0.612,141.932,13.0,2R3I5DiDf8bLz2QjrPmUpk
0.592,0.205,9.0,-14.601,1.0,0.048,0.896,5.46e-05,0.119,0.378,140.282,13.0,2hitsKa8SthKhRJBXUHbIv
0.696,0.47,4.0,-9.976,1.0,0.0312,0.299,0.0,0.153,0.305,123.906,11.0,7hVZJGsh5fxFtwaqgJq1nf
0.536,0.775,8.0,-6.765,1.0,0.0394,0.228,0.000143,0.0947,0.485,151.393,10.0,5bzf1xrbqr1ttjAJuRz2xY
0.565,0.308,3.0,-12.843,1.0,0.0299,0.907,7.76e-05,0.0975,0.339,91.996,11.0,3Fq4shhJdENQhwlLk9qoDx
0.681,0.312,6.0,-16.173,0.0,0.0452,0.816,0.000619,0.0935,0.789,128.094,7.0,1y4fbtHSJLqpaQXduQw88e
0.593,0.397,6.0,-8.309,1.0,0.0329,0.684,7.44e-06,0.0982,0.32,76.703,11.0,3EvZ03hGAFwGZ2Ebcu86YH
0.313,0.172,1.0,-13.905,1.0,0.0443,0.84,7.67e-05,0.0718,0.0489,153.069,13.0,6PdWPdgPoVCT9WLFMVnhxx
0.385,0.306,3.0,-12.167,1.0,0.0297,0.452,7.43e-06,0.128,0.546,173.377,13.0,505Pd7CPHoewIE3Io2EpWd
0.538,0.346,4.0,-14.403,1.0,0.0252,0.466,1.24e-05,0.0929,0.459,85.031,11.0,59EupkPF0AA5nu0qDo5FlK
0.52,0.297,2.0,-17.211,1.0,0.0449,0.753,0.000562,0.109,0.677,156.059,13.0,2OBaVeRFXblWxoZHC4sryf
0.6,0.243,4.0,-17.085,1.0,0.0366,0.89,0.0022,0.249,0.468,110.535,11.0,2WOjLF83vqjit2Zh4B69V3
0.466,0.496,1.0,-6.606,1.0,0.0302,0.626,6.22e-06,0.117,0.352,74.747,11.0,0QQIhT6PtJ5glyn4HKNKQ6
0.63,0.806,5.0,-5.971,1.0,0.0369,0.0173,0.0,0.12,0.362,111.052,10.0,7N3emAP0mWt2OYqxs0XYpc
0.497,0.285,2.0,-14.537,1.0,0.0264,0.643,1.69e-05,0.389,0.667,154.707,13.0,29HaKOpeLSYvqdFyEQSRdj
0.37,0.25,5.0,-11.506,1.0,0.0295,0.958,0.00112,0.124,0.41,168.0,13.0,76PS07wzG7zYMy8rHPjL2t
0.566,0.325,10.0,-8.819,1.0,0.0439,0.732,0.0,0.317,0.511,78.822,11.0,4Oz6xl8qhJTdjYZeT98V4m
0.75,0.313,9.0,-7.334,1.0,0.0298,0.733,9.01e-05,0.259,0.478,76.507,11.0,5v3MSh7CD3VNyCwAoSha5p
0.503,0.643,6.0,-6.494,1.0,0.0407,0.0261,2.27e-05,0.314,0.43,169.955,4.0,0jkzxxDG8z3Y5OmfNl1VM0
0.818,0.913,4.0,-3.06,0.0,0.0426,0.093,3.69e-05,0.161,0.536,119.986,9.0,1vvNmPOiUuyCbgWmtc6yfm
0.579,0.736,6.0,-3.863,0.0,0.0527,0.31,0.0,0.198,0.613,127.999,9.0,2Zr5zgU9qEoOPvJbU0GScq
0.576,0.776,3.0,-5.678,1.0,0.066,0.114,0.0,0.333,0.596,107.943,10.0,0LMwmV37RCmBO2so0szAFs
0.645,0.891,6.0,-2.505,0.0,0.0387,0.0932,3.88e-06,0.379,0.568,124.915,9.0,2rgtCOVK2tpfao2VjURn84
0.845,0.797,1.0,-4.984,1.0,0.139,0.0582,5.57e-06,0.167,0.422,121.985,3.0,7fZBQnc0zXwVybgCIrQQil
0.694,0.77,6.0,-5.335,1.0,0.149,0.176,1.1e-05,0.118,0.163,125.905,10.0,0E9ZjEAyAwOXZ7wJC0PD33
0.739,0.586,10.0,-5.079,0.0,0.0472,0.0245,0.000252,0.308,0.444,124.026,5.0,1bgKMxPQU7JIZEhNsM1vFs
0.848,0.821,2.0,-5.408,0.0,0.0527,0.0169,0.000403,0.0962,0.249,125.051,9.0,6GomT970rCOkKAyyrwJeZi
0.519,0.754,2.0,-5.689,1.0,0.0402,0.258,3.75e-06,0.139,0.16,125.975,10.0,3ScJy88F8KqGDfWu8XJhHx
0.595,0.914,1.0,-5.351,1.0,0.0363,0.00137,0.445,0.0714,0.0381,128.019,10.0,4g6m1iaAsgdgDqgxGtvY0C
0.699,0.883,5.0,-3.226,0.0,0.219,0.0288,0.0,0.817,0.499,127.961,12.0,3MOECVkNshqHYTPt5DZcdN
0.544,0.915,8.0,-3.405,1.0,0.0841,0.129,0.000914,0.115,0.51,126.094,10.0,4J7CKHCF3mdL4diUsmW8lq
0.613,0.963,7.0,-4.302,1.0,0.0585,0.00686,0.0176,0.235,0.0795,137.961,10.0,3qCCQas6tIP15Yjgu3gl9S
0.509,0.79,6.0,-3.782,0.0,0.0374,0.332,6.67e-05,0.316,0.638,127.946,9.0,4q7dBdsALA5BSunzryc104
0.423,0.634,6.0,-5.877,0.0,0.0578,0.196,0.0,0.189,0.467,150.978,9.0,0lks2Kt9veMOFEAPN0fsqN
0.792,0.717,0.0,-4.759,0.0,0.0393,0.0927,3.59e-05,0.226,0.466,121.985,9.0,1A8j067qyiNwQnZT0bzUpZ
0.665,0.738,0.0,-5.931,0.0,0.0379,0.0124,0.00598,0.0923,0.0389,125.037,9.0,3nEHrvNNtgLv9rneTAYVr4
0.614,0.694,10.0,-5.713,0.0,0.0932,0.254,2.63e-06,0.0733,0.578,163.942,5.0,6inzGTxyGsXVjpVKtFGrcE
0.613,0.697,2.0,-8.618,1.0,0.133,0.0194,0.0,0.332,0.476,122.746,10.0,0DiWol3AO6WpXZgp0goxAV
0.606,0.537,5.0,-8.631,0.0,0.0465,0.113,0.0,0.146,0.557,123.956,9.0,2unqiEdHtabnsbv6TJ7gCW
0.592,0.956,0.0,-2.068,0.0,0.044,0.105,0.00289,0.344,0.193,128.084,9.0,61k7xAKMsuvTf2j2YnieSi
0.648,0.927,1.0,-3.633,1.0,0.049,0.011,0.0,0.162,0.361,126.037,10.0,46lyJh9GYmWsHez3EsvmAx
0.587,0.924,11.0,-5.433,0.0,0.0457,0.0311,0.0171,0.23,0.509,140.009,5.0,22dUzMFttcR3uU17NcOAIv
0.88,0.821,5.0,-2.545,0.0,0.118,0.0197,0.661,0.234,0.575,127.907,5.0,6r7FXNO57mlZCBY6PXcZZT
0.545,0.78,7.0,-4.867,0.0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,9.0,4lhqb6JvbHId48OUJGwymk
0.682,0.836,2.0,-3.259,1.0,0.354,0.141,0.0383,0.0891,0.224,82.53,0.0,1QQ1Dx8dcLgWvUaY5fk84y
0.561,0.965,7.0,-3.673,0.0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,9.0,4uUG5RXrOk84mYEfFvj3cK
0.638,0.877,7.0,-4.449,1.0,0.0302,0.0771,0.0221,0.364,0.743,139.052,1.0,52LJ3hyknOijCrE5gCD0rE
0.672,0.868,11.0,-6.525,0.0,0.0412,0.00185,0.492,0.244,0.491,126.03,5.0,5XFktAerFHxM4tp7EhzTrh
0.704,0.634,11.0,-7.374,0.0,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,5.0,1I8tHoNBFTuoJAlh4hfVVE
0.586,0.896,5.0,-4.132,0.0,0.372,0.00945,0.836,0.121,0.103,125.744,6.0,0WSjVLITbxV6kVXndziQDm
0.43,0.606,4.0,-5.115,0.0,0.0431,0.131,0.0,0.173,0.123,169.988,9.0,6SRWhUJcD2YKahCwHavz3X
0.687,0.818,0.0,-4.221,1.0,0.0778,0.0112,0.0,0.248,0.886,125.952,3.0,7MIhUdNJtaOnDmC5nBC1fb
0.696,0.775,6.0,-6.539,1.0,0.0388,0.00393,0.104,0.378,0.435,126.979,10.0,41TkFhNYljV7omolLJ6Squ
0.683,0.825,7.0,-6.175,1.0,0.0424,0.000833,0.727,0.232,0.0451,126.023,2.0,4ptnQ0kQnN1U1Ig8TSslj6
0.605,0.8,5.0,-6.235,0.0,0.0545,0.155,0.0562,0.121,0.836,128.074,5.0,0bLPAuVTardAaPBcoQOQJG
0.575,0.831,0.0,-5.972,1.0,0.0356,0.00406,0.000449,0.111,0.377,127.991,10.0,5M9jOReAKGZ2AttVefFjTY
0.596,0.73,9.0,-4.091,1.0,0.151,0.24,0.0,0.325,0.525,85.979,1.0,285HeuLxsngjFn4GGegGNm
0.683,0.932,8.0,-10.402,1.0,0.0513,0.0389,0.605,0.0615,0.553,125.002,2.0,0w7JPlp7eEQI2EKW3ayXrv
0.621,0.989,10.0,-4.225,0.0,0.0434,0.015,0.357,0.184,0.0348,126.002,9.0,2prnn41CblB8B4yWACDljP
0.762,0.632,6.0,-8.312,0.0,0.085,0.51,0.000205,0.18,0.282,121.031,7.0,1JzH2IS7bVWpMkNIJqywaB
0.731,0.928,6.0,-4.28,1.0,0.0514,0.285,0.00121,0.119,0.326,109.997,10.0,4y1nvncvBhdoelqPMyXxis
